No,Case Types,User Grouping_New,User Grouping_Old,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T2.3 - Supporting Unit,T3.1 - Product Owner,T3.2 - Product Owner,T3.3 - Product Owner,T4.1 - Technical Team,T4.2 - Technical Team,T4.3 - Technical Team,T5.1 - Third Party,T5.2 - Third Party,T5.3 - Third Party,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Jenis Produk dan atau Layanan LKPBU,Kategori Permasalahan LKPBU,Jenis Transaksi LKPBU,Penyebab Pengaduan LKPBU,Jenis Produk LBUT,Sandi Jenis  Produk LBUT,Sebab Pengaduan LBUT,Sandi Penyebab LBUT
91.0,4214,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Perubahan No HP/TLP pada Kartu Kredit Utama,Nasabah Mengajukan Perubahan No HP/TLP pada Kartu Kredit Utama,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",Move to Resolution Center,,Medium,6 ~ 10,6.0,3.0,Proposed to merge with 4204,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-AKK-PLTNM,,,,n.a,,Kartu Kredit,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Kartu Kredit,KK,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
97.0,4306,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Kartu Kredit Rusak / Salah Nama,Nasabah Komplain Kartu Kredit Rusak/Salah Nama,,,1,,Move to Resolution Center,,Medium,6 ~ 10,7.0,1.0,Proposed to merge with 2201 (kartu rusak) & salah nama (4202),,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CRI-DATAM,,,,n.a,,Kartu Kredit,,,Kelalaian Konsumen,Kartu Kredit,KK,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
126.0,7300,Resolution Center,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Inquiry,"Biaya,Bunga, dan Biaya Keterlambatan (Kartu Kredit)","Nasabah Komplain Biaya, Bunga, dan Biaya Keterlambatan Kartu Kredir",,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,3.0,Proposed to merge with 5100,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-OPS-MSU,,,,n.a,,Kartu Kredit,,,Perubahan / pemutusan akad / perjanjian / kontrak,Kartu Kredit,KK,Bunga/Biaya Lainnya,90.0
,8116,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Telkom,Nasabah komplain terkait pembayaran telkom yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1.0,,,,3.0,,,,,,,,,4.0,3.0,,TRB,,,,n.a,,Sistem Pembayaran Lainnya,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
,8117,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Cellular,Nasabah komplain terkait pembayaran pasca bayar cellular yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1.0,,,,3.0,,,,,,,,,4.0,3.0,,TRB,,,,n.a,,,,,,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
,8119,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Pembayaran Semen Indonesia (Khusus Nasabah),Nasabah komplain terkait pembayaran Semen Indonesia (Khusus Nasabah) yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1.0,,,,3.0,,,,,,,,,4.0,3.0,,TRB,,,,n.a,,,,,,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
,8120,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade Pupuk Indonesia (Khusus Nasabah),Nasabah komplain terkait pembayaran Pupuk Indonesia (Khusus Nasabah) yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1.0,,,,3.0,,,,,,,,,4.0,3.0,,TRB,,,,n.a,,,,,,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
,8121,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade PLN,Nasabah komplain terkait pembayaran pasca bayar PLN yang belum diterima,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1.0,,,,3.0,,,,,,,,,4.0,3.0,,TRB,,,,n.a,,Sistem Pembayaran Lainnya,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
,8122,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade BPJS Ketenagakerjaan,Nasabah komplain terkait double pembayaran BPJS Ketenagakerjaan,,,1,,,Propose to Delete,,,3.0,3.0,Done,,1.0,,,,3.0,,,,,,,,,4.0,3.0,,TRB,,,,n.a,,,,,,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
145.0,8123,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Qlola Cash & Trade BPJS Kesehatan,Nasalah Komplain Terkait Double Pembayaran BPS Kesehatan,,,,,Move to Resolution Center,,Very Low,0 ~ 2,1.0,3.0,,,1.0,,,,,,,,,,,,,1.0,,Done,TRB,,,,n.a,,Sistem Pembayaran Lainnya,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
,8406,Funding & Retail Payment,Funding & Retail Payment,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Chargeback Kartu Debit yang Bertransaksi di e-Commerce,Chargeback Kartu Debit yang Bertransaksi di e-Commerce,,,,,,,,,,,Call type internal NFT - FST,,1.0,,,,7.0,,,,,,,,,8.0,7.0,,FST-TSC,,,,n.a,,Kartu ATM/Debit/Mesin ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
196.0,8612,Funding & Retail Payment,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Penarikan EDC,Unit Kerja Mengajukan Penarikan Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,21.0,7.0,,,,1.0,6.0,,1.0,,,,,,,,,8.0,7.0,Done,RPT-MIM,,,,n.a,,Sistem Pembayaran Lainnya,,,Perubahan / pemutusan akad / perjanjian / kontrak,E - Commerce,EC,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
197.0,8613,Funding & Retail Payment,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Penutupan TID,Unit Kerja Mengajukan Penutupan TID Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,24.0,7.0,,,,1.0,7.0,,,,,,,,,,,8.0,7.0,Done,RPT-MIM,,,,n.a,,Sistem Pembayaran Lainnya,,,Perubahan / pemutusan akad / perjanjian / kontrak,E - Commerce,EC,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
198.0,8614,Funding & Retail Payment,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Perubahan Implementor,Unit Kerja Mengajukan Perubahan Impementor Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,21.0,7.0,,,,1.0,1.0,,,,,,,,,,,2.0,1.0,Done,RPT-MIM,,,,n.a,,,,,,E - Commerce,EC,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
204.0,8621,Funding & Retail Payment,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Perubahan data,Merchant Mengajukan Perubahan Data Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,31.0,7.0,,,1.0,,1.0,,2.0,,,,,,,,,4.0,3.0,Done,RPT-MIM,,,,n.a,,,,,,E - Commerce,EC,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
205.0,8622,Funding & Retail Payment,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Penutupan MID,Unit Kerja Mengajukan Penutupan MID Mesin EDC Merchant,,,,,No Change,"Propose to Deleted, MMS",Extremely High,21 ~ 70,31.0,7.0,,,,1.0,7.0,,,,,,,,,,,8.0,7.0,Done,RPT-MIM,,,,n.a,,Sistem Pembayaran Lainnya,,,Perubahan / pemutusan akad / perjanjian / kontrak,E - Commerce,EC,Perubahan/Pemutusan Akad/Perjanjian/Kontrak,20.0
209.0,8626,Resolution Center,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi Debit BRI - Refund double posting (kendala system),Merchant Mengajukan Refund Double Posting,,,,,Move to Resolution Center,,Extremely High,21 ~ 70,29.0,2.0,propose to embed to 8627,,1.0,,,,4.0,,,1.0,,,,,,6.0,5.0,Done,RPT-MCO,,,,n.a,,Sistem Pembayaran Lainnya,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,E - Commerce,EC,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
,8644,Brilink Network,Brilink Network,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,BRILink - Perangkat - Tidak dapat melakukan transaksi,Agen BRILink Komplain Tidak Dapat Melakukan Transaksi,,,,,,Propose to Delete. Move to 8640,,,,,"langsung via MMS, SLA di MMS",,,,,,,,,,,,,,,,,,BBD-ORR,,,,n.a,,,,,,,,,
,8645,Brilink Network,Brilink Network,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,BRILink - Perangkat - Kerusakan EDC/Perangkat pendukung,Agen BRILink  Komplain Kerusakan EDC/Perangkat pendukung,,,,,,Propose to Delete. Move to 8640,,,,,"langsung via MMS, SLA di MMS",,,,,,,,,,,,,,,,,,BBD-ORR,,,,n.a,,,,,,,,,
221.0,8701,Resolution Center,Service & Contact Center - CCT,Individu Umum,Servicing,Kartu Debit,Request,Blokir Kartu ATM karena kartu hilang,Nasabah Mengajukan Blokir Kartu Hilang,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,,Proposed to merge with 8405,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,n.a,,ATM,,,Kelalaian Konsumen,ATM dan/atau Kartu Debet,AD,Lainnya,999.0
252.0,8949,Resolution Center,Application & Operations,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna Digital Sistem Timeout,,,,1,1. Screen Shot aplikasi briguna digital,Move to Resolution Center,Move to CCT,Medium,6 ~ 10,6.0,19.0,Proposed to merge as sub in 8940,,1.0,,,,,,,,,,,,,1.0,,Done,DCE,,,,n.a,,Kredit Tanpa Agunan,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Lainnya,XX,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
253.0,8950,Digital Banking,Application & Operations,Individu Umum,Loans,KTA - Digital,Platform & Device Support,Pengajuan Briguna Digital Wajah Tidak Terdeteksi,,,,1,1. Screen Shot aplikasi briguna digital,Move to Resolution Center,,Medium,6 ~ 10,6.0,19.0,Proposed to merge as sub in 8940,,1.0,,,,,,,,,,,,,1.0,,Done,DCE,,,,n.a,,Kredit Tanpa Agunan,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Lainnya,XX,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
254.0,8951,Digital Banking,Digital Banking,UMKM,Loans,"KPR, KUR, KMK, KI",Platform & Device Support,KECEKU Fitur Suplesi Otomatis KUPEDES,,,,,,No Change,Propose to Delete,Very Low,0 ~ 2,,2.0,New Case Type - Perlu konfirmasi dengan Team Terkait DDB,,1.0,,,,1.0,1.0,,,,,,,,3.0,2.0,Done,DCE,,,,n.a,,Kredit/Pembiayaan Investasi,,,Pemahaman karakteristik produk oleh Konsumen,Lainnya,XX,Lainnya,999.0
255.0,8952,Digital Banking,Digital Banking,UMKM,Servicing,Senyum Mobile,Platform & Device Support,Aplikasi SenyuM Mobile,,1.0,,,,No Change,Propose to Delete,Very Low,0 ~ 2,,10.0,New Case Type -,,1.0,,,,2.0,8.0,,,,,,,,11.0,10.0,Done,DCE,,,,n.a,,Electronic Banking,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Delivery Channel - Phone banking,PB,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
256.0,8953,Digital Banking,Digital Banking,UMKM,Savings,Deposito,Complaint - Non-Transaction,Tabungan Emas via SenyuM Mobile,Nasabah Komplain Gagal Pembukaan Rekening Tabungan Emas atau Gagal Top Pp Namun Saldo Terdebet,,,,,No Change,Propose to Deleted: Include ke 8952 Breakdown,Very Low,0 ~ 2,1.0,10.0,New Case Type - Perlu konfirmasi dengan Team Terkait DDB & UMI,,1.0,,,,2.0,8.0,,,,,,,,11.0,10.0,Done,DCE,,,,n.a,,Electronic Banking,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Delivery Channel - Phone banking,PB,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
257.0,8985,Resolution Center,Service & Contact Center - CCT,UMKM,Transaction Banking,Merchant Solutions,Inquiry,Informasi Status Transaksi Merchant,,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,14.0,Merge to 8620,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,n.a,,,,,,Lainnya,XX,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
267.0,8106-1*,Investment Service,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,Claim yang belum terbayarkan ke nasabah,"Nasabah Komplain Claim DPLK Belum Terbayarkan, Nasabah Menanyakan Terkait Progress Perubahan Jenis Investasi",,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,,1.0,,,,9.0,,,,,,,,,10.0,9.0,Done,,,,,n.a,,,,,,,,,
270.0,8106-2*,Investment Service,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,Penarikan sebagian yang belum terbayarkan ke nasabah,Nasabah Komplain Penarikan Sebagian Belum Terbayarkan,1.0,,,,No Change,,Very Low,0 ~ 2,10.0,10.0,New Case Type -,,1.0,,,,9.0,,,,,,,,,10.0,9.0,Done,,,,,n.a,,,,,,,,,
271.0,8106-3*,Investment Service,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,Dana pengalihan DPLK belum masuk,Nasabah Komplain Dana Pengalihan Masuk/Keluar Belum Berhasil,1.0,,,,No Change,,Very Low,0 ~ 2,10.0,10.0,New Case Type -,,1.0,,,,9.0,,,,,,,,,10.0,9.0,Done,,,,,n.a,,,,,,,,,
272.0,8106-4*,Investment Service,Investment Service,Individu Umum,Investment,DPLK,Complaint - Transaction,DPLK sudah close namun iuran Rutin masih tertagih (possible to delete),Nasabah Komplain Iuran DPLK Belum Masuk ke Rekening DPLK,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,,1.0,,,,5.0,,,,,,,,,6.0,5.0,Done,,,,,n.a,,,,,,,,,
273.0,8106-5*,Investment Service,Investment Service,Individu Umum,Investment,DPLK,Request,Pengiriman Ulang Portofolio/E-Statement DPLK,Nasabah Mengajukan Pengiriman Ulang Portfolio/E-Statement DPLK,,,,,No Change,,Very Low,0 ~ 2,1.0,1.0,New Case Type - Menunggu Kewenangan dari INV,,1.0,,,,,,,,,,,,,1.0,,Done,,,,,n.a,,,,,,,,,
274.0,8106-6*,Investment Service,Investment Service,Individu Umum,Investment,DPLK,Request,Nasabah Mengajukan bukti potong pajak pembayaran DPLK,Nasabah Mengajukan bukti potong pajak pembayaran DPLK,,,,,No Change,,Very Low,0 ~ 2,1.0,1.0,New Case Type - Menunggu Kewenangan dari INV,,1.0,,,,,,,,,,,,,1.0,,Done,,,,,n.a,,,,,,,,,
304.0,TRB-18,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Request,Nasabah Mengajukan Kenaikan Limit,Nasabah Mengajukan Kenaikan Limit,,,,,No Change,Propose to Delete,Very Low,0 ~ 2,,,New Case Type -,,1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,,,,,n.a,,,,,,,,,
326.0,TRB-38,Transaction Banking,Transaction Banking,Korporasi,Servicing,Cash Management,Complaint - Transaction,Nasabah Komplain Perbedaan Exchange Rate Pada Saat Transaksi Pembelian Valuta Asing,Nasabah Komplain Perbedaan Exchange Rate Pada Saat Transaksi Pembelian Valuta Asing,,,,,No Change,Proposed to delete,Very Low,0 ~ 2,,,New Case Type -,,1.0,,,,1.0,,,,,,,,,2.0,1.0,Partially Done,,,,,n.a,,,,,,,,,
5.0,1007,Digital Banking,Digital Banking,Individu Umum,Loans,KTA - Digital,Fraud / Suspicious Transactions,CERIA - Permintaan Blokir karena transaksi mencurigakan,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,2.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,DCE,,,,,,,,,,,,,
21.0,1039,Digital Banking,Digital Banking,Individu Umum,Loans,KTA - Digital,Complaint - Transaction,CERIA - Komplain Transaksi Tertagih 2 Kali,,,Yes,Yes,No,No Change,,Low,3 ~ 5,3.0,1.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,DCE,,,,,,,,,,,,,
22.0,1040,Resolution Center,Service & Contact Center - CCT,Individu Umum,Loans,KTA - Digital,Complaint - Transaction,CERIA - Lainnya (proposed to change into specific case),,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,DCE,,,,,,,,,,,,,
24.0,1102,Resolution Center,Service & Contact Center - CRS,All,All,All,Request,Menanyakan Pengiriman dok / Data Tambahan (follow up permintaan dokumen ),,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,1.0,Proposed to delete embbed with specific case type,T2.1 - CRS,1.0,1.0,,,,,,,,,,,,2.0,1.0,Done,KKD-AKK-SSU,,,,,,,,,,,,,
25.0,1200,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pembatalan Aplikasi (produk kartu kredit),,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,14.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CRI-APLIK,,,,,,,,,,,,,
31.0,1212,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Aktivasi kartu Kredit yang sudah lebih dari 6 bulan,Nasabah Mengajukan Aktivasi Kartu Kredit yang Sudah Lebih dari 6 Bulan,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,3.0,Proposed to delete menunggu surat dari divisi CDD/SCD,T3.1 - CDD,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CRI-DATAM,,,,,,,,,,,,,
54.0,1820,Resolution Center,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Inquiry,Penukaran Poin Kartu Kredit,,,Yes,No,No,Move to Resolution Center,,High,11 ~ 15,11.0,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-PBK-KKPBK,,,,,,,,,,,,,
66.0,2301,Resolution Center,Service & Contact Center - CCT,Individu Umum,Loans,Kartu Kredit,Platform & Device Support,Transaksi Kartu Kredit ditolak karena sistem Eror,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
97.0,4217,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pengkinian data QRIS KK - Normal,,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,4.0,14.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CRI-DATAM,,,,,,,,,,,,,
99.0,4303,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Pengiriman Billing Statement Kartu Kredit,,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,2.0,5.0,Proposed to delete,"T3.1 - CDD(OPS Delivery), T5.1 - Vendor",1.0,,,,,,,,,,,,,1.0,,Done,KKD-OPS-DELIVERY,,,,,,,,,,,,,
110.0,5301,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Layanan Proses Kartu Add On Kartu kredit,,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,3.0,5.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CRI-LIMIT,,,,,,,,,,,,,
122.0,6404,"Card, Digital Lending & Assset","Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Penutupan Kartu Kredit dengan Tagihan Menunggak,Nasabah Menunggak Mengajukan Penutupan Kartu Kredit,,Yes,Yes,No,No Change,,Medium,6 ~ 10,5.0,14.0,Proposed to Delete,,1.0,,,,,,,,,,,,,1.0,,Done,KKD-CLL-HC,,,,,,,,,,,,,
139.0,8002,Resolution Center,Service & Contact Center - CCT,All,"Savings, Transaction Banking","Tabungan, Cash Management, Payment Solutions, Mobile Banking, Internet Banking",Third Party Support,Bansos - KPM Gagal Tarik Tunai di E-Channel,,,Yes,No,No,Move to Resolution Center,,Extremely High,21 ~ 70,25.0,10.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTNIK,,,,,,,,,,,,,
158.0,8206,Resolution Center,Service & Contact Center - CCT,UMKM,Loans,KUR,Third Party Support,Bantuan bagi Pelaku Usaha Mikro / BPUM,,,Yes,No,No,Move to Resolution Center,,Medium,6 ~ 10,9.0,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTNIK,,,,,,,,,,,,,
160.0,8208,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Debit Card,Complaint - Non-Transaction,Cleansing kartu Debit menjadi Ber Chip,,1.0,Yes,No,No,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
163.0,8219,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Debit Card,Complaint - Non-Transaction,Transaksi Dengan Debit Card Ditolak,,,Yes,No,No,Move to Resolution Center,,Low,3 ~ 5,4.0,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
170.0,8402,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Debit Card,Complaint - Non-Transaction,Kartu ATM Selalu Gagal Apabila Digunakan Transaksi,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,RPT-MCH,,,,,,,,,,,,,
181.0,8417,Resolution Center,Service & Contact Center - NFT,Individu Umum,Savings,Debit Card,Inquiry,Nasabah Bank Lain Terdebet di ATM BRI (duplikasi dengan call type 8420),,,Yes,No,No,Move to Resolution Center,Stay in NFT,Extremely High,21 ~ 70,26.0,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
184.0,8420,Resolution Center,Service & Contact Center - CCT,Individu Priority & Private,Loans,Kartu Kredit,Inquiry,Informasi Nasabah Bank Lain Terdebet di ATM BRI,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
185.0,8421,Resolution Center,Service & Contact Center - CRS,All,All,All,Complaint - Non-Transaction,Tidak Bisa Melakukan Registrasi Layanan yang Ada di BRI,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,1.0,3.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
200.0,8444,Resolution Center,Service & Contact Center - CRS,All,"Savings, Transaction Banking","Tabungan, Cash Management, Payment Solutions, Mobile Banking, Internet Banking",Third Party Support,Nasabah Bank Lain / Merchant Salah Transfer ke BRI,Nasabah Bank Lain Mengajukan Pengembalian Dana (Refund) akibat Salah Transfer ke BRI,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,10.0,Proposed to delete,"T2.1 - CRS, T2.2 - Branch, T3.1 - NFT",1.0,1.0,1.0,,3.0,,,,,,,,,6.0,5.0,Done,LCC-CRC,,,,,,,,,,,,,
203.0,8504,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Debit Card,Inquiry,Kartu ATM Rusak,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,,"Proposed to Delete, masukan ke sub desc 8208",,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
205.0,8508,Resolution Center,Service & Contact Center - CCT,Individu Priority & Private,Loans,Kartu Kredit,Complaint - Non-Transaction,PIN Mailer Kartu Prioritas Tidak Jelas/ Bisa Digunakan /Belum Terima PIN,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,19.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
206.0,8512,Resolution Center,Service & Contact Center - CCT,Individu Priority & Private,Loans,Kartu Kredit,Inquiry,Kartu ATM Terblokir Secara System,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
207.0,8601,Resolution Center,Service & Contact Center - CRS,Individu Umum,Savings,Internet Banking,Platform & Device Support,Internet Banking ( sunset channel),,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,,,,,,,,,,
212.0,8611,Resolution Center,Service & Contact Center - CCT,UMKM,Merchant Solutions,Payment Solutions,Request,Pengkinian Data Merchant,,,Yes,No,No,Move to Resolution Center,,Very Low,0 ~ 2,,1.0,Proposed to delete,,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,,,,,,,,,,
218.0,8617,Resolution Center,Funding & Retail Payment,UMKM,Merchant Solutions,Payment Solutions,Request,Merchant - Perangkat - Permintaan dokumen transaksi ke merchant,,,Yes,No,No,Move to Resolution Center,,Extremely High,21 ~ 70,50.0,2.0,Proposed to delete,T2.1 - FST,1.0,2.0,,,,,,,,,,,,3.0,2.0,Done,RPT-MIM,,,,,,,,,,,,,
