Call Type Number,Active,Send to Drone?,Additional Details (Formulir Detail),Customer Segment,Product,Sub Product,Case Category,Case Type Description,Sub-Description,List of Required Documents,Team Name,Agent SLA,Level 1 OLA,Level 1 Escalation Team,Level 2 OLA,Level 2 Escalation Team,Level 3 OLA,Level 3 Escalation Team,Level 4 OLA,Level 4 Escalation Team,Total SLA,Total OLA,Maker,Checker,Signer,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,external_id
8204,TRUE,FALSE,"1. Nama Kota :
2. Kantor BRI :
3. Alamat lengkap kantor BRI yang dikunjungi/Bangunan yang berdekatan:
4. Tanggal dan waktu transaksi :
5. Nama Petugas Bank (ciri-ciri) :
6. Nama Lengkap Nasabah:
7. Nomor Ponsel Nasabah:
8. Alamat Nasabah:
9. Detail komplain/saran :",All,Servicing,Servicing - Layanan Contact Center,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Terkait Layanan Unit Kerja,,,"T2.1 - SIA, T2.2 - Branch(Uker)",1.0,1.0,SCC - Service & Implementation Assurance,5.0,Branch,,,,,1.0,5.0,,,,,,,,,,,7.0,6.0,LCC-IML,,,,,,,,,,,,,,,,,8204
8205,TRUE,FALSE,"1. Nama Kota :
2. Kantor BRI :
3. Alamat lengkap kantor BRI yang dikunjungi/Bangunan yang berdekatan:
4. Tanggal dan waktu transaksi :
5. Nama Petugas Bank (ciri-ciri) :
6. Nama Lengkap Nasabah:
7. Nomor Ponsel Nasabah:
8. Alamat Nasabah:
9. Detail komplain/saran :",All,Servicing,Servicing - Layanan Contact Center,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Terkait Layanan Contact Center,,,"T2.1 - QAS, Include Infomedia",1.0,2.0,SCC - Quality Assurance ,,,,,,,2.0,,,,,,,,,,,,3.0,2.0,LCC-QSC,,,,,,,,,,,,,,,,,8205
8207,TRUE,FALSE,"Nasabah menanyakan status kartu ATM :
Alasan :
Respon yang muncul pada saat Transaksi :
Jenis kartu ( Magnetic / Non Magnetic Strip ) :
Jenis Rekening :
Sudah infokan status kartu ATM : ...........
Solusi yang diberikan : ..........

( Copy status kartu ATM dari aplikasi WBS/CAMS )",Individu Umum,Servicing,Kartu Debit,Inquiry,Nasabah Menanyakan Informasi Status Kartu Debit,"1. Enable/Disable
2. Kartu Rusak
3. Kartu Close
4. Kartu Aktif
5. Kartu Belum Aktif
6. Kartu Blokir",,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8207
8209,TRUE,FALSE,"Nasabah menanyakan terkait Aplikasi Senyum Mobile
Detail pertanyaan :

Sudah Informasikan :


Terima kasih

Nasabah menanyakan layanan Uker Senyum.
Detail pertanyaan :

Sudah informasikan :

Terima kasih",UMKM,Servicing,Mobile Banking,Inquiry,Nasabah Menanyakan Informasi mengenai UKER SENYUM & SENYUM MOBILE,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8209
8210,TRUE,FALSE,"Nasabah menanyakan/melaporkan Cara Pembukaan Rekening,
agent sudah sampaikan tahapan-tahapan cara pembukaan rekening sesuai ketentuan
(agent bisa copy brief yang sudah disampaikan ke nasabah)",Individu Umum,Savings,Tabungan,Inquiry,Nasabah Menanyakan Informasi Syarat & Ketentuan Pembukaan Rekening,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8210
8212,TRUE,FALSE,"Nasabah melaporkan terdapat selisih saldo pada buku tabungan dan ATM/MB/IB
Saldo di buku tabungan :
Saldo di ATM/MB/IB :

Sudah informasikan :",Individu Umum,Savings,Tabungan,Inquiry,Nasabah Komplain Saldo/Transaksi pada Buku Tabungan berbeda dengan Informasi pada E-channel,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CRC,,,,,,,,,,,,,,,,,8212
8222,TRUE,TRUE,"Nasabah Komplain Gagal Transaksi Transfer Internasional namun tidak mendebet / sudah ada pengembalian ke rekening nasabah.

Sudah sarankan agar dapat melakukan transaksi kembali

Nasabah Komplain Gagal Transaksi Transfer Internasional namun saldo berkurang
Asal Negara :
Nama Bank :
Nominal Transaksi:
Tanggal Transaksi:
Waktu Transaksi:
Nama Pemilik:
Nomor Rekening Tujuan:
Jalur Pengiriman : ............ ( SWIFT / Western Union )
Iban/ Swift code:
Nomor Referensi Transaksi:
Respon yang muncul saat transaksi:
Keterangan :

Mohon bantuan tindak lanjut
Terima kasih",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Transaksi RTGS Melalui E-Channel,,,"T2.1 - NFT(ISSUER), Include POD(SRK)",1.0,,,,,,,,,3.0,,,,,,,,,,,,4.0,3.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8222
8226,TRUE,FALSE,"Nasabah Komplain Gagal Transaksi Transfer Internasional namun tidak mendebet / sudah ada pengembalian ke rekening nasabah.

Sudah sarankan agar dapat melakukan transaksi kembali

Nasabah Komplain Gagal Transaksi Transfer Internasional namun saldo berkurang
Asal Negara :
Nama Bank :
Nominal Transaksi:
Tanggal Transaksi:
Waktu Transaksi:
Nama Pemilik:
Nomor Rekening Tujuan:
Jalur Pengiriman : ............ ( SWIFT / Western Union )
Iban/ Swift code:
Nomor Referensi Transaksi:
Respon yang muncul saat transaksi:
Keterangan :

Mohon bantuan tindak lanjut
Terima kasih","Individu Umum, Individu Priority & Private",Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Transfer International (BRIFast Remmitance),"1. Selisih Kurs Refund
2. Dana tidak diterima di rekening tujuan
3. Salah Transfer",,"T2.1 - CRS , Include POD(RSP), Include POD(ORC)",1.0,3.0,SCC - Customer Resolution,,,,,,,3.0,,,,,,,,,,,,4.0,3.0,LCC-CRC,,,,,,,,,,,,,,,,,8226
8227,TRUE,TRUE,"Nasabah gagal melakukan transaksi transfer BI Fast :
Ke Bank :
Nomor rekening :
Pemilik rekening :
Sebesar : Rp.
Sebanyak : kali
Tanggal :
Pukul : wib
Melalui : ( BRImo, Internet Banking, terminal ATM BRI atau Bank lain )
Keterangan / Respon :
Keterangan tambahan :

Note :

Mohon bantuannya untuk tindak lanjut.
Terima kasih.
(Copy transaksi dari aplikasi CHS)
===========================================",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Transfer BI-Fast dan saldo berkurang,,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include Bank Peserta BI-FAST",1.0,,,,,,,,,5.0,,,,,,,,,,,,6.0,5.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8227
8229,TRUE,FALSE,"Nasabah Komplain Point Reward :

Nomor NIK :
Jumlah poin yang ditukar :
Jumlah point yang berkurang :
Penukaran untuk jenis barang :
Nomor telepon nasabah :
Email nasabah :
Alamat lengkap penerima
Pastikan informasi sesuai dengan isi laporan jika komplain tidak terima barang atau tidak sesuai :
Apabila point ditukar dengan pulsa, tanyakan nomor ponsel sesuai dengan operator pulsanya :

Nasabah komplain tidak dapat melakukan pengecekan poin pada aplikasi BRImo

Nama Nasabah :
No NIK :
Tanggal Lahir :
No Handphone:
Alamat Email terdaftar pada BRImo:

Mohon bantuan tindak lanjut

Nasabah tidak menerima kode OTP pada saat penukaran poin

Nama Nasabah :
No KTP :
No Handphone:
Alamat Email terdaftar pada BRImo:
Nomor Rekening:
Tanggal Lahir:

Mohon bantuan tindak lanjut

Nasabah menanyakan Poin Reward Tabungan
sudah info :

Nasabah melaporkan E-Voucher belum diterima :

Keluhan Nasabah :
Nama Nasabah :
No KTP/Loyalty ID :
Kode Voucher yang sudah diterima :
Jenis vouchernya apa :
Berapa jumlah voucher yang di redeem :
Berapa voucher yang sudah masuk :
Berapa voucher yang belum masuk:
Tanggal dan jam redeem :
order number/order id :

Nasabah melaporkan Travel (Flight, Hotel, Car) :

Nama Nasabah :
No NIK :
Tanggal Lahir :
Alamat e-mail :
No Hp :
Tanggal Redeem :
Jumlah poin yang diredeem :
Detail booking:
Hotel (Nama hotel & tanggal menginap) /
Flight (Tanggal penerbangan & tujuan) /
Penyewaan mobil (jam dan lokasi penjemputan)

Keluhan Nasabah:

Nasabah melaporkan E-voucher tidak bisa digunakan/ E-voucher sudah digunakan:

E-voucher tidak bisa digunakan:
Nama Nasabah :
No NIK :
No Handphone:
Tanggal dan jam Redeem :
Nama Voucher :
Nomor Voucher :
Denom :
Jumlah Poin :
Order ID / nomor transaksi : CO...




Nasabah melaporkan E-voucher sudah digunakan:
Nama Nasabah :
No NIK :
No Handphone:
Tanggal dan jam Redeem :
Nama Voucher :
Nomor Voucher :
Denom :
Jumlah Poin :
Order ID / nomor transaksi : CO...
Tanggal Penggunaan Voucher di Merchant :
Lokasi Penggunaan Voucher di Merchant :
Keterangan pada merchant/ alasan voucher ditolak :",Individu Umum,Savings,Tabungan,Complaint - Transaction,Nasabah Komplain Terkait Permasalahan Penukaran BRIPOIN,"1. Jumlah poin tidak sesuai
2. Voucher/Penukaran tidak dapat digunakan
3. Voucher/Penukaran Tidak Diterima
4. Gagal Registrasi",,T3.1 - FST(OPC),1.0,7.0,FST - Online Payment & Card Services,,,,,,,,,,7.0,,,,,,,,,8.0,7.0,MAS-BNKNG,,,,,,,,,,,,,,,,,8229
8304,TRUE,FALSE,"Nasabah menanyakan informasi undian BRI …
Nama Lengkap Nasabah :
Nomor Lengkap Kartu BRI :
Nomor KTP :
Nama Program/Promo :
Alamat email untuk mengirimkan konfirmasi pengambilan hadiah :",Individu Umum,Savings,Tabungan,Complaint - Non-Transaction,Nasabah Komplain Terkait Program Hadiah yang belum diterima,,,"T2.1 - CRS, Include Product Owner",1.0,6.0,SCC - Customer Resolution,,,,,,,6.0,,,0.0,,,,,,,,,7.0,6.0,RPT-ACQ,,,,,,,,,,,,,,,,,8304
8401,TRUE,FALSE,"Nasabah melaporkan mesin ATM/CRM BRI
Nama pelapor/nama nsb :
No TID Mesin : …
Alamat/lokasi : …
Keterangan/respon : Tidak dapat digunakan (offline)/ Rusak/ Error
Detail Kendala :


Mohon bantuan tindak lanjut
Terima Kasih",All,Transaction Banking,Transaction Solution,Platform & Device Support,Nasabah Komplain Mesin ATM/CDM/CRM tidak bisa digunakan,,,"T2.1 - DNR, T2.2 - Branch(Uker) include Vendor",1.0,1.0,Distribution Network Div,2.0,Branch,,,,,1.0,2.0,,,,,,,,,,,4.0,3.0,DNR - EOM,,,,,,,,,,,,,,,,,8401
8403,TRUE,FALSE,"Nasabah komplain mesin ATM BRI
Nama pelapor/nama nsb
No id Atm : …
Alamat/lokasi : …
Nomor telpon yang bisa dihubungi
Detail komplain/ Keterangan/respon : Tidak dapat digunakan (offline)
Sejak : …",Individu Umum,Servicing,Servicing - Layanan Cabang,Customer Feedback / Sentiment Monitoring,Nasabah Komplain Kondisi Fasilitas ATM/CRM BRI,"1. Kebersihan
2. Tampilan
3. CCTV,
4. AC
5. UPS",,"T2.1 - DNR, T2.2 - Branch(Uker) include Vendor",1.0,1.0,Distribution Network Div,2.0,Branch,,,,,1.0,,,2.0,,,,,,,,,4.0,3.0,DNR - IOM,,,,,,,,,,,,,,,,,8403
8404,TRUE,FALSE,"Nasabah melaporkan gagal Transaksi Debit Online

Sudah registrasi : BRImo atau belum (pilih salah satu)
Nomor Handphone yang terdaftar : .....
Nama Website transaksi : .....
Tanggal transaksi :
OTP : tidak terima/ terima (pilih salah satu)
Respon : ......
Keterangan : .....
Agent menyarankan mengirim capture gagal transaksi debit online

Mohon bantuan untuk tindaklanjut. Terima kasih",Individu Umum,Servicing,Kartu Debit,Platform & Device Support,Nasabah Komplain Gagal Transaksi Debit Online,,,T3.1 - FST(TSC),1.0,1.0,FST - Transaction & Service Compliance,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,RPT-IRM,,,,,,,,,,,,,,,,,8404
8405,TRUE,FALSE,"Nasabah mengajukan pemblokiran kartu ATM BRI
Permintaan pemblokiran ATM BRI.
Alasan pemblokiran : Tertelan
Tanggal Tertelan : …
Jam Tertelan : …
Lokasi Kejadian (Mesin ATM Bank apa dan Lokasi) : …
TID ATM (jika tertelan di ATM BRI) : ...
Tanggal Pemblokiran : …
Jam Pemblokiran : … wib",Individu Umum,Servicing,Kartu Debit,Request,Nasabah Mengajukan Pemblokiran Kartu Debit,"1. Kartu Tertelan
2. Kartu Hilang",,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8405
8406,TRUE,FALSE,,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Chargeback Kartu Debit yang Bertransaksi di e-Commerce,,,,1.0,,,,,,,,,,,,7.0,,,,,,,,,8.0,7.0,FST-TSC,,,,,,,,,,,,,,,,,8406
8409,TRUE,FALSE,"Nasabah Bank lain melaporkan Kartu ATM tertelandi mesin ATM BRI
Bank Penerbit Kartu :
Lokasi tertelan :
sudah infokan :",Individu Umum,Servicing,Kartu Debit,Complaint - Non-Transaction,Nasabah Bank Lain Komplain Terkait Kartu Debit Tertelan di ATM BRI,,,"T3.1 - DNR, T2.1 - Branch(Uker), Include Third Party",1.0,1.0,Distribution Network Div,2.0,Branch,,,,,1.0,,,2.0,,,,,,,,,4.0,3.0,LCC-CCTCALL,,,,,,,,,,,,,,,,,8409
8410,TRUE,TRUE,"Nasabah gagal melakukan transaksi transfer :
Ke Bank : BRI
Nomor rekening : …
Pemilik rekening : …
Sebesar : Rp. …
Sebanyak : … kali
Yang gagal trx ke : _
Tanggal : …
Pukul : …
Melalui :",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Agen BRILink Komplain Gagal Transaksi Tarik Tunai & Transfer ke BRI,,,"T2.1 - NFT(ISSUER), T2.2 - Branch(Uker)",1.0,,,,,,,,,2.0,5.0,,,,,,,,,,,8.0,7.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8410
8411,TRUE,FALSE,"Nasabah melakukan transaksi transfer namun salah memasukkan nominal transfer :
Ke Bank :
Nomor rekening : …
Pemilik rekening : …
Nominal yang salah : Rp. …
Sebanyak : … kali
Salah nominal trx ke : _
Tanggal : …
Pukul : …
Nominal yang benar : …
Keterangan tambahan : ....

Nasabah melakukan transaksi transfer namun salah memasukkan nomor rekening tujuan :
Ke Bank : BRI
Nomor rekening yang salah : …
Pemilik rekening : …
Sebesar : Rp. …
Sebanyak : … kali
Yang gagal trx ke : _
Tanggal : …
Pukul : …
Nomor rekening yang benar : …
Pemilik rekening : …
Keterangan tambahan : ....",All,Transaction Banking,Transaction Solution,Request,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI,,"1. surat pernyataan (matrai)
2. ktp","T2.1 - CRS, T2.2 - Branch(Uker)",1.0,2.0,SCC - Customer Resolution,5.0,Branch,,,,,2.0,5.0,,,,,,,,,,,8.0,7.0,LCC-CRC,,,,,,,,,,,,,,,,,8411
8412,TRUE,TRUE,"Nasabah melaporkan gagal transaksi belanja di EDC BRI : tidak mendebet rekening / saldo sudah reversal.

Sudah infokan agar dapat melakukan transaksi kembali

Nasabah melakukan transaksi ritel dan terdebet di Mesin EDC BRI
Nama merchant : (nama Toko serta wilayah)
Lokasi transaksi
Jumlah nominal : Rp. …
Sebanyak : … kali
Gagal di trx yang ke : _
Tanggal : …
Pukul : … wib
Keterangan / Respon : (yang diterima dari mesin EDC)
Nomor ponsel yang bisa dihubungi :
Keterangan tambahan : …
(Spt: nasabah sudah lakukan pembayaran cash/ dengan EDC Bank Lain)

Mohon Bantuan tindak lanjut
Terima kasih",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Pembayaran di EDC BRI dan saldo berkurang,,,"T2.1 - NFT(ISSUER), T3.1 - FST(MCO), T4.1 - NFT(ISSUER), Include POD",1.0,,,,,,,,,1.0,,,7.0,,,1.0,,,,,,10.0,9.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8412
8413,TRUE,TRUE,"Nasabah gagal melakukan transaksi tarik tunai :
Nama Bank :
Sebesar : Rp. …
Sebanyak : … kali.
Gagal di trx yang ke : _
Tanggal : …
Pukul : ....

#partial

Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
Channel yang digunakan : Kartu Debit/ BRImo
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
- Partial
Uang yang keluar:
Uang yang tidak keluar:
Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
Gagal transaksi ke :
Lokasi transaksi:
Nomor ponsel yang aktif digunakan :
Media yang digunakan:
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :


(wajib copy CHS )

Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
Mesin ATM Bank :
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi :
Berapa kali nasabah melakukan transaksi :
Gagal transaksi ke :
Nomor ponsel yang aktif digunakan :
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :

(wajib copy CHS, jika terdapat transaksi)",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Link,,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS",1.0,,,,,,,,,5.0,,,,,,,,,,,,6.0,5.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8413
8414,TRUE,TRUE,"Nasabah gagal melakukan transaksi tarik tunai :
Nama Bank :
Sebesar : Rp. …
Sebanyak : … kali.
Gagal di trx yang ke : _
Tanggal : …
Pukul : ....

#partial

Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
Channel yang digunakan : Kartu Debit/ BRImo
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
- Partial
Uang yang keluar:
Uang yang tidak keluar:
Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
Gagal transaksi ke :
Lokasi transaksi:
Nomor ponsel yang aktif digunakan :
Media yang digunakan:
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :


(wajib copy CHS )

Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
Mesin ATM Bank :
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi :
Berapa kali nasabah melakukan transaksi :
Gagal transaksi ke :
Nomor ponsel yang aktif digunakan :
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :

(wajib copy CHS, jika terdapat transaksi)",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Bersama,,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include ARTAJASA",1.0,,,,,,,,,7.0,,,,,,,,,,,,8.0,7.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8414
8415,TRUE,TRUE,"Nasabah gagal melakukan transaksi tarik tunai :
Nama Bank :
Sebesar : Rp. …
Sebanyak : … kali.
Gagal di trx yang ke : _
Tanggal : …
Tanggal kadaluarsa kartu :


(minta Nasabah untuk kirim dokumen berupa bagian belakang Kartu ATM, pojok kanan atas (tanpa memperlihatkan no CVV) -- Kirim ke alamat email : *contactbri@bri.co.id*)

#partial

Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
Channel yang digunakan : Kartu Debit/ BRImo
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
- Partial
Uang yang keluar:
Uang yang tidak keluar:
Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
Gagal transaksi ke :
Lokasi transaksi:
Nomor ponsel yang aktif digunakan :
Media yang digunakan:
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :


(wajib copy CHS )

Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
Mesin ATM Bank :
Tanggal Transaksi :
Pukul Transaksi:
Nominal Transaksi :
Berapa kali nasabah melakukan transaksi :
Gagal transaksi ke :
Nomor ponsel yang aktif digunakan :
Tanyakan Keterangan gagal dari mesin (tampilan di layar) :

(wajib copy CHS, jika terdapat transaksi)",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Cirrus,,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include CIRRUS",1.0,,,,,,,,,21.0,,,,,,,,,,,,22.0,21.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8415
8416,TRUE,TRUE,"Nasabah gagal transaksi belanja dan terdebet :
Nama merchant : (nama Toko)
Lokasi Transaksi : (serta wilayah)
Nominal transaksi : Rp. …
Sebanyak : … kali
Gagal di trx yang ke : _
Tanggal transaksi : …
Pukul : … wib
Keterangan / Respon : (yang diterima dari mesin EDC)
Keterangan tambahan : …

Gagal saat transaksi melaui Direct BRI/ Debit Online
Nama merchant :
Jumlah nominal :
Sebanyak Berapa Kali Transaksi :
Saat transaksi gagal ke berapa :
Tanggal transaksi :
Pukul :
Respon yang muncul saat transaksi :
Keterangan Tambahan :
Nomor ponsel yang bisa dihubungi:

#QRIS

Nasabah gagal transaksi belanja dan terdebet :
Nama merchant : (nama Toko)
Lokasi Transaksi : (serta wilayah)
Nominal transaksi : Rp. …
Sebanyak : … kali
Gagal di trx yang ke : _
Tanggal transaksi : …
Pukul : … wib
Keterangan / Respon : (Yang muncul di aplikasi BRImo)
Keterangan tambahan : …",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Komplain Gagal Pembayaran di EDC Bank Lain dan saldo berkurang,,,T2.1 - NFT(ISSUER),1.0,,,,,,,,,10.0,,,,,,,,,,,,11.0,10.0,LCC-ISSUER,Agent,Supervisor,Manager,,,,,,,,,,,,,,8416
8418,TRUE,FALSE,"Nasabah melaporkan Sanggahan Transaksi/Tidak Merasa Bertransaksi Dengan Kartu Debit.
Mengetahui transaksi melalui : …… (SMS/ WA/email notifikasi/mutasi rekening)
Saat terjadi transaksi Nasabah berada di : …… ( lokasi )
Nominal Transaksi yang disanggah Rp……,-
Sebanyak : …(kali )
Tanggal : …
Transaksi yang disanggah :
Nama pemilik rekening tujuan : … (jika transaksi yang disanggah adalah transfer)
No rekening tujuan : …
Kartu dipegang nasabah : Ya/tidak
Sudah jelaskan jenis transaksi yang disanggah

(Copy transaksi yang dilaporkan dari CHS Settle Complain)",Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,Nasabah Melaporkan Sanggahan Transaksi Kartu Debit,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",,T2.1 - ORD(FBI),1.0,10.0,ORD - Fraud Management & Recovery Desk,,,,,,,10.0,,,,,,,,,,,,11.0,10.0,LCC-FBI,,,,,,,,,,,,,,,,,8418
8419,TRUE,FALSE,"Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
Tanggal transaksi :
Nominal transaksi :
Banyak Transaksi :
Jenis Transaksi : BRILink Mobile
Yang disampaikan ke nasabah :
sudah jelaskan jenis transaksi yang disanggah : .......
Email Pelapor : ...
( Cek CHS dan kamus transaksi di Library )

(Copy transaksi yang dimaksud)

Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
Saldo yang berkurang sebesar : Rp. …
Transaksi yang tidak diakui : transfer ke ( sebutkan nama Bank serta Cabangnya )
Nama pemilik rekening : …
No rekening : …
Sebanyak : …( berapa kali )
Tanggal : …
Layanan yang teregistrasi saat pelaporan :
sudah jelaskan jenis transaksi yang disanggah : .......
Email Pelapor : ...
( Cek CHS dan kamus transaksi di Library )

Kantor bri yang dapat dikunjungi oleh nasabah :",Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,Nasabah Melaporkan Sanggahan Transaksi Non-Kartu,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",,T2.1 - ORD(FBI),1.0,10.0,ORD - Fraud Management & Recovery Desk,,,,,,,10.0,,,,,,,,,,,,11.0,10.0,LCC-FBI,,,,,,,,,,,,,,,,,8419
8425,TRUE,FALSE,"Nasabah mengajukan penghapusan registrasi.
Layanan : (Mobile Banking/Internet Banking/Sms Notifikasi)
Nomor Ponsel/user ID : …
Tanggal registrasi : …
Alasan : …
Registrasi sudah dihapuskan tanggal … pukul … Wib oleh … (agent)",All,Servicing,Mobile Banking,Request,Nasabah Mengajukan Penghapusan Layanan BRImo,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,LCC-CRC,,,,,,,,,,,,,,,,,8425
8426,TRUE,TRUE,"Nasabah bank lain terdebet saat transaksi tarik tunai :
Di terminal ATM BRI : (lokasi)",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Jaringan LINK Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,6.0,5.0,LCC-ACQ,Agent,Supervisor,Manager,,,,,,,,,,,,,,8426
8427,TRUE,TRUE,"Nasabah bank lain terdebet saat transaksi tarik tunai :
Di terminal ATM BRI : (lokasi)",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Jaringan BERSAMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,6.0,5.0,LCC-ACQ,Agent,Supervisor,Manager,,,,,,,,,,,,,,8427
8428,TRUE,TRUE,"Nasabah bank lain terdebet saat transaksi tarik tunai :
Di terminal ATM BRI : (lokasi)",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Jaringan PRIMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,6.0,5.0,LCC-ACQ,Agent,Supervisor,Manager,,,,,,,,,,,,,,8428
8429,TRUE,TRUE,"Nasabah bank lain terdebet saat transaksi tarik tunai :
Di terminal ATM BRI : (lokasi)",All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Jaringan CIRRUS Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,"T2.1 - NFT(ISSUER), T2.2 - Branch(Uker)",1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,6.0,5.0,LCC-ACQ,Agent,Supervisor,Manager,,,,,,,,,,,,,,8429
