No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id,Cleaned Team Name,Level 1 Escalation Team,Level 2 Escalation Team,Level 3 Escalation Team,Level 4 Escalation Team
175.0,8413,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Link,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Link,0.0,,0,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,4.0,5.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS",1.0,5.0,,,,6.0,5.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah gagal melakukan transaksi tarik tunai :
 Nama Bank :
 Sebesar : Rp. …
 Sebanyak : … kali.
 Gagal di trx yang ke : _
 Tanggal : …
 Pukul : ....
 
 #partial
 
 Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
 Channel yang digunakan : Kartu Debit/ BRImo
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
 - Partial
 Uang yang keluar:
 Uang yang tidak keluar:
 Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
 Gagal transaksi ke :
 Lokasi transaksi:
 Nomor ponsel yang aktif digunakan :
 Media yang digunakan:
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 (wajib copy CHS )
 
 Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
 Mesin ATM Bank :
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi :
 Berapa kali nasabah melakukan transaksi :
 Gagal transaksi ke :
 Nomor ponsel yang aktif digunakan :
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 (wajib copy CHS, jika terdapat transaksi)",,8413,"T2.1-NFT(ISSUER),POD(RSP),RINTIS",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,RINTIS,
176.0,8414,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Bersama,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Bersama,0.0,,0,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,4.0,7.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include ARTAJASA",1.0,7.0,,,,8.0,7.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah gagal melakukan transaksi tarik tunai :
 Nama Bank :
 Sebesar : Rp. …
 Sebanyak : … kali.
 Gagal di trx yang ke : _
 Tanggal : …
 Pukul : ....
 
 #partial
 
 Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
 Channel yang digunakan : Kartu Debit/ BRImo
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
 - Partial
 Uang yang keluar:
 Uang yang tidak keluar:
 Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
 Gagal transaksi ke :
 Lokasi transaksi:
 Nomor ponsel yang aktif digunakan :
 Media yang digunakan:
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 (wajib copy CHS )

 Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
 Mesin ATM Bank :
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi :
 Berapa kali nasabah melakukan transaksi :
 Gagal transaksi ke :
 Nomor ponsel yang aktif digunakan :
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) : 
 (wajib copy CHS, jika terdapat transaksi)",,8414,"T2.1-NFT(ISSUER),POD(RSP),ARTAJASA",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,ARTAJASA,
177.0,8415,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Cirrus,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Cirrus,0.0,,0,,Move to Resolution Center,Stay in NFT,Medium,6 ~ 10,7.0,45.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include CIRRUS",1.0,21.0,,,,22.0,21.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah gagal melakukan transaksi tarik tunai :
 Nama Bank :
 Sebesar : Rp. …
 Sebanyak : … kali.
 Gagal di trx yang ke : _
 Tanggal : …
 Tanggal kadaluarsa kartu :
 
 
 (minta Nasabah untuk kirim dokumen berupa bagian belakang Kartu ATM, pojok kanan atas (tanpa memperlihatkan no CVV) -- Kirim ke alamat email : *contactbri@bri.co.id*)
 
 #partial
 
 Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
 Channel yang digunakan : Kartu Debit/ BRImo
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
 - Partial
 Uang yang keluar:
 Uang yang tidak keluar:
 Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
 Gagal transaksi ke :
 Lokasi transaksi:
 Nomor ponsel yang aktif digunakan :
 Media yang digunakan:
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :

 (wajib copy CHS )
 
 Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
 Mesin ATM Bank :
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi :
 Berapa kali nasabah melakukan transaksi :
 Gagal transaksi ke :
 Nomor ponsel yang aktif digunakan :
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 
 (wajib copy CHS, jika terdapat transaksi)",,8415,"T2.1-NFT(ISSUER),POD(RSP),CIRRUS",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,CIRRUS,
178.0,8416,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Nasabah BRI Gagal Transaksi Belanja di EDC Bank Lain atau melalui QRIS BRImo, Saldo Rekening Berkurang",Nasabah Komplain Gagal Pembayaran di EDC/QRIS Bank Lain dan saldo berkurang,0.0,,0,,Move to Resolution Center,Stay in NFT,High,11 ~ 15,11.0,14.0,Untuk QRIS di buatkan Call Type Baru,T2.1 - NFT(ISSUER),1.0,10.0,,,,11.0,10.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah gagal transaksi belanja dan terdebet :
 Nama merchant : (nama Toko)
 Lokasi Transaksi : (serta wilayah)
 Nominal transaksi : Rp. …
 Sebanyak : … kali
 Gagal di trx yang ke : _
 Tanggal transaksi : …
 Pukul : … wib
 Keterangan / Respon : (yang diterima dari mesin EDC)
 Keterangan tambahan : …
 
 Gagal saat transaksi melaui Direct BRI/ Debit Online
 Nama merchant :
 Jumlah nominal :
 Sebanyak Berapa Kali Transaksi :
 Saat transaksi gagal ke berapa :
 Tanggal transaksi :
 Pukul :
 Respon yang muncul saat transaksi :
 Keterangan Tambahan :
 Nomor ponsel yang bisa dihubungi:
 
 #QRIS Bank Lain
 
 Nasabah gagal transaksi belanja dan terdebet Qris bank lain :
 Nama merchant : (nama Toko)
 Lokasi Transaksi : (serta wilayah)
 Nominal transaksi : Rp. …
 Sebanyak : … kali
 Gagal di trx yang ke : _
 Tanggal transaksi : …
 Pukul : … wib
 Keterangan / Respon : (Yang muncul di aplikasi BRImo)
 Keterangan tambahan : …",,8416,T2.1-NFT(ISSUER),T2.1-NFT(ISSUER),,,
179.0,8418,True,Operational Risk,Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,sanggahan transaksi/tidak merasa bertransaksi (dengan kartu ),Nasabah Melaporkan Sanggahan Transaksi Kartu Debit,1.0,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",0,,No Change,,Low,3 ~ 5,2.0,10.0,Sub: indikasi adanya fraud internal,T2.1 - ORD(FBI),1.0,10.0,,,,11.0,10.0,Partially Done,LCC-FBI,,,,1B,Regular Banking,"Nasabah melaporkan Sanggahan Transaksi/Tidak Merasa Bertransaksi Dengan Kartu Debit.
 Mengetahui transaksi melalui : …… (SMS/ WA/email notifikasi/mutasi rekening)
 Saat terjadi transaksi Nasabah berada di : …… ( lokasi )
 Nominal Transaksi yang disanggah Rp……,-
 Sebanyak : …(kali )
 Tanggal : …
 Transaksi yang disanggah :
 Nama pemilik rekening tujuan : … (jika transaksi yang disanggah adalah transfer)
 No rekening tujuan : …
 Kartu dipegang nasabah : Ya/tidak
 Sudah jelaskan jenis transaksi yang disanggah
 
 (Copy transaksi yang dilaporkan dari CHS Settle Complain)",,8418,T2.1-ORD(FBI),T2.1-ORD(FBI),,,
180.0,8419,True,Operational Risk,Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,sanggahan transaksi/tidak merasa bertransaksi ( tanpa kartu ),Nasabah Melaporkan Sanggahan Transaksi Non-Kartu,1.0,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",0,,No Change,,Low,3 ~ 5,2.0,14.0,Sub: indikasi adanya fraud internal,T2.1 - ORD(FBI),1.0,10.0,,,,11.0,10.0,Partially Done,LCC-FBI,,,,1B,Regular Banking,"Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
 Tanggal transaksi :
 Nominal transaksi :
 Banyak Transaksi :
 Jenis Transaksi : 
 Yang disampaikan ke nasabah :
 sudah jelaskan jenis transaksi yang disanggah : .......
 Email Pelapor : ...
 ( Cek CHS dan kamus transaksi di Library )
 
 (Copy transaksi yang dimaksud)
 
 Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
 Saldo yang berkurang sebesar : Rp. …
 Transaksi yang tidak diakui : transfer ke ( sebutkan nama Bank serta Cabangnya )
 Nama pemilik rekening : …
 No rekening : …
 Sebanyak : …( berapa kali )
 Tanggal : …
 Layanan yang teregistrasi saat pelaporan :
 sudah jelaskan jenis transaksi yang disanggah : .......
 Email Pelapor : ...
 ( Cek CHS dan kamus transaksi di Library )
 
 Kantor bri yang dapat dikunjungi oleh nasabah :",,8419,T2.1-ORD(FBI),T2.1-ORD(FBI),,,
181.0,8425,True,Resolution Center,All,Servicing,Mobile Banking,Request,Pen-delete-an Status Registrasi Layanan yang Ada di BRI,Nasabah Mengajukan Penghapusan Layanan BRImo,0.0,,0,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,0.0,0.0,Change GIC to CCT,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,LCC-CRC,,,,1A,Regular Banking,"Nasabah mengajukan penghapusan registrasi.
 Layanan : (Mobile Banking/Internet Banking/Sms Notifikasi)
 Nomor Ponsel/user ID : …
 Tanggal registrasi : …
 Alasan : …
 Registrasi sudah dihapuskan tanggal … pukul … Wib oleh … (agent)",,8425,T1-CCT/Frontliner,,,,
182.0,8426,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Link Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan LINK Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,0.0,0.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1.0,7.0,,,,8.0,7.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)",,8426,"T2.1-NFT(ACQUIRER),includeBranch(Uker)",T2.1-NFT(ACQUIRER),includeBranch(Uker),,
183.0,8427,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Bersama Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan BERSAMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,0.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1.0,7.0,,,,8.0,7.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)",,8427,"T2.1-NFT(ACQUIRER),includeBranch(Uker)",T2.1-NFT(ACQUIRER),includeBranch(Uker),,
184.0,8428,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Prima Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan PRIMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,0.0,0.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1.0,7.0,,,,8.0,7.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)",,8428,"T2.1-NFT(ACQUIRER),includeBranch(Uker)",T2.1-NFT(ACQUIRER),includeBranch(Uker),,
185.0,8429,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Cirrus Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan CIRRUS Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,0.0,0.0,,T1 - Agent CCT/Frontliner,1.0,0.0,,,,1.0,0.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)","Inquiry karena nasabah bank lain, dianjurkan untuk ke bank bersangkutan",8429,T1-CCT/Frontliner,,,,
186.0,8431,True,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Selisih Kurs,Nasabah Komplain Terkait Selisih Kurs,0.0,,0,,,,,,0.0,0.0,Done,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,,LCC-CRC,,,,1A,Regular Banking,Nasabah meminta penjelasan selisih kurs BRI lebih mahal …,,8431,T1-CCT/Frontliner,,,,
187.0,8433,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Pembayaran Tagihan Gagal, Saldo Berkurang",Nasabah Komplain Gagal Pembayaran Tagihan dan saldo berkurang,1.0,"1. Pembayaran non-BRIVA
2. Pembayaran BRIVA",0,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,1.0,3.0,Sub: Pembayaran non-BRIVA diskusi dengan POD,"T2.1 - NFT(ISSUER), Include POD(RSP)",1.0,3.0,,,,4.0,3.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah gagal melakukan transaksi :
 Pembayaran : (KK, BAF, PLN, BRIVA, Dompet Digital, dll)
 Nomor : ( ID pelanggan, nomor Kartu Kredit, BRIVA, No Ponsel DOmpet Digital, dll)
 Nominal : Rp. …
 Sebanyak : … kali
 Gagal di transaksi ke : _
 Tanggal : …
 Pukul : …
 Melalui : (BRImo, IB, ATM, EDC, Agent BRILink, dll)
 Keterangan / Respon : (apakah nsb sudah konfirmasi ke penyedia layanan)
 Keterangan tambahan : …
 
 Nasabah gagal melakukan transaksi :
 Pembayaran : (KK, BAF, PLN, BRIVA, Dompet Digital, dll)
 Nomor : ( ID pelanggan, nomor Kartu Kredit, BRIVA, No Ponsel DOmpet Digital, dll)
 Nominal : Rp. …
 Sebanyak : … kali
 Gagal di transaksi ke : _
 Tanggal : …
 Pukul : …
 Melalui : (BRImo, IB, ATM, EDC, Agent BRILink, dll)
 Keterangan / Respon : (apakah nsb sudah konfirmasi ke penyedia layanan)
 Keterangan tambahan : Sudah ada Reversal dana secara otomatis ke rekening/ Sudah sarankan konfirmasi ke penyedia layanan (BRIVA)/ Verifikasi Tidak Lolos/ Tidak ada transaksi yang dimaksud
 
 Nasabah melakukan transaksi BRImo Payment Gagal namun terdebet
 Di merchant : (nama Toko online)
 Sebesar : Rp. …
 Sebanyak : … kali
 Gagal di trx yang ke : _
 Tanggal : …
 Pukul : … wib
 Keterangan / Respon : (saat transaksi)
 Keterangan tambahan :",,8433,"T2.1-NFT(ISSUER),POD(RSP)",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,,
188.0,8434,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Pengisian Pulsa HP gagal, Saldo Berkurang",Nasabah Komplain Gagal Pembelian Pulsa dan saldo berkurang,1.0,"1. Provider Pulsa telkomsel
2. Provider Pulsa XL
3. Provider Pulsa Indosat
4. Lain-lain",0,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,4.0,7.0,"Sub: Provider Pulsa (telkomsel,XL, etc)","T2.1 - NFT(ISSUER), Include POD(RSP)",1.0,6.0,,,,7.0,6.0,,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah gagal melakukan transaksi :
 Pembelian pulsa : (nomor ponsel)
 Provider : _
 Sebesar : Rp. …
 Sebanyak : … kali
 Gagal di trx yang ke : _
 Tanggal : …
 Pukul : … wib
 Melalui : SMS Banking, IB, terminal ATM BRI (serta lokasinya)
 Keterangan / Respon : (yang diterima dari SMS Banking, IB, terminal ATM BRI)
 Keterangan tambahan :",,8434,"T2.1-NFT(ISSUER),POD(RSP)",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,,
189.0,8435,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Prima,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Prima,0.0,,0,,Move to Resolution Center,Stay in NFT,Medium,6 ~ 10,5.0,6.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS",1.0,6.0,,,,7.0,6.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah gagal melakukan transaksi tarik tunai :
 Nama Bank :
 Sebesar : Rp. …
 Sebanyak : … kali.
 Gagal di trx yang ke : _
 Tanggal : …
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 
 (Copy transakdi dari CHS)
 
 #partial
 
 Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
 Channel yang digunakan : Kartu Debit/ BRImo
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
 - Partial
 Uang yang keluar:
 Uang yang tidak keluar:
 Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
 Gagal transaksi ke :
 Lokasi transaksi:
 Nomor ponsel yang aktif digunakan :
 Media yang digunakan:
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 
 
 (wajib copy CHS )
 
 Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
 Mesin ATM Bank :
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi :
 Berapa kali nasabah melakukan transaksi :
 Gagal transaksi ke :
 Nomor ponsel yang aktif digunakan :
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 
 (wajib copy CHS, jika terdapat transaksi)",,8435,"T2.1-NFT(ISSUER),POD(RSP),RINTIS",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,RINTIS,
190.0,8436,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Bersama,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Bersama,0.0,,0,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,2.0,4.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include ARTAJASA",1.0,4.0,,,,5.0,4.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1C,Regular Banking,"Nasabah gagal melakukan transaksi transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 ===========================================
 Nasabah melakukan transaksi salah transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening yang diketik :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 
 No Rekening yang seharusnya :
 Pemilik Rekening :
 
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 
 Sarankan nasabah kirim Dokumen : KTP, bukti transfer (jika ada), surat pernyataan salah transfer (materai 10.000)
 ===========================================",,8436,"T2.1-NFT(ISSUER),POD(RSP),ARTAJASA",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,ARTAJASA,
191.0,8437,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Prima,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Prima,0.0,,0,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,4.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS",1.0,4.0,,,,5.0,4.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1C,Regular Banking,"Nasabah gagal melakukan transaksi transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 ===========================================
 Nasabah melakukan transaksi salah transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening yang diketik :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 
 No Rekening yang seharusnya :
 Pemilik Rekening :
 
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 
 Sarankan nasabah kirim Dokumen : KTP, bukti transfer (jika ada), surat pernyataan salah transfer (materai 10.000)
 ===========================================",,8437,"T2.1-NFT(ISSUER),POD(RSP),RINTIS",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,RINTIS,
192.0,8439,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Himbara,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Himbara,0.0,,0,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,4.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include JALIN",1.0,4.0,,,,5.0,4.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1C,Regular Banking,"Nasabah gagal melakukan transaksi transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 ===========================================
 Nasabah melakukan transaksi salah transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening yang diketik :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 
 No Rekening yang seharusnya :
 Pemilik Rekening :
 
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 
 Sarankan nasabah kirim Dokumen : KTP, bukti transfer (jika ada), surat pernyataan salah transfer (materai 10.000)
 ===========================================",,8439,"T2.1-NFT(ISSUER),POD(RSP),JALIN",T2.1-NFT(ISSUER),POD - Payment System Reconciliation,JALIN,
193.0,8441,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Bersama gagal transfer & terdebet ke BRI,Nasabah Jaringan BERSAMA Gagal Transfer ke BRI dan Saldo Berkurang,0.0,,0,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,1.0,10.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1.0,8.0,,,,9.0,8.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",,8441,"T2.1-NFT(ACQUIRER),includeBranch(Uker)",T2.1-NFT(ACQUIRER),includeBranch(Uker),,
194.0,8442,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Prima gagal transfer & terdebet ke BRI,Nasabah Jaringan PRIMA Gagal Transfer ke BRI dan Saldo Berkurang,0.0,,0,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,0.0,10.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1.0,8.0,,,,9.0,8.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",,8442,"T2.1-NFT(ACQUIRER),includeBranch(Uker)",T2.1-NFT(ACQUIRER),includeBranch(Uker),,
195.0,8443,True,Resolution Center,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Himbara gagal transfer & terdebet ke BRI,Nasabah Jaringan HIMBARA Gagal Transfer ke BRI dan Saldo Berkurang,0.0,,0,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,0.0,10.0,,"T2.1 - NFT(ACQUIRER), include Branch(Uker)",1.0,8.0,,,,9.0,8.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",,8443,"T2.1-NFT(ACQUIRER),includeBranch(Uker)",T2.1-NFT(ACQUIRER),includeBranch(Uker),,
