No,Case Types,Active,User Grouping_New,Segment,Product,Sub Product,Case Category,Old Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Agent SCC,Eskalasi Team 1 Full,Eskalasi Team 2 Full,Eskalasi Team 3 Full,Eskalasi Team 4 Full,Agent CCT/Frontliner,OLA Eskalasi team 1,OLA Eskalasi team 2,OLA Eskalasi team 3,OLA Eskalasi team 4,Total SLA,New SLA,Detail BRICare,external_id,Unnamed: 28
179,8418,TRUE,Operational Risk,Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,sanggahan transaksi/tidak merasa bertransaksi (dengan kartu ),Nasabah Melaporkan Sanggahan Transaksi Kartu Debit,1.0,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",0.0,,Agent CCT/Frontliner,ORD - Fraud Management & Recovery Desk,,,,1.0,10.0,,,,11,10,"Nasabah melaporkan Sanggahan Transaksi/Tidak Merasa Bertransaksi Dengan Kartu Debit.
 Mengetahui transaksi melalui : …… (SMS/ WA/email notifikasi/mutasi rekening)
 Saat terjadi transaksi Nasabah berada di : …… ( lokasi )
 Nominal Transaksi yang disanggah Rp……,-
 Sebanyak : …(kali )
 Tanggal : …
 Transaksi yang disanggah :
 Nama pemilik rekening tujuan : … (jika transaksi yang disanggah adalah transfer)
 No rekening tujuan : …
 Kartu dipegang nasabah : Ya/tidak
 Sudah jelaskan jenis transaksi yang disanggah
 
 (Copy transaksi yang dilaporkan dari CHS Settle Complain)",8418,
180,8419,TRUE,Operational Risk,Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,sanggahan transaksi/tidak merasa bertransaksi ( tanpa kartu ),Nasabah Melaporkan Sanggahan Transaksi Non-Kartu,1.0,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",0.0,,Agent CCT/Frontliner,ORD - Fraud Management & Recovery Desk,,,,1.0,10.0,,,,11,10,"Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
 Tanggal transaksi :
 Nominal transaksi :
 Banyak Transaksi :
 Jenis Transaksi : 
 Yang disampaikan ke nasabah :
 sudah jelaskan jenis transaksi yang disanggah : .......
 Email Pelapor : ...
 ( Cek CHS dan kamus transaksi di Library )
 
 (Copy transaksi yang dimaksud)
 
 Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
 Saldo yang berkurang sebesar : Rp. …
 Transaksi yang tidak diakui : transfer ke ( sebutkan nama Bank serta Cabangnya )
 Nama pemilik rekening : …
 No rekening : …
 Sebanyak : …( berapa kali )
 Tanggal : …
 Layanan yang teregistrasi saat pelaporan :
 sudah jelaskan jenis transaksi yang disanggah : .......
 Email Pelapor : ...
 ( Cek CHS dan kamus transaksi di Library )
 
 Kantor bri yang dapat dikunjungi oleh nasabah :",8419,
181,8425,TRUE,Resolution Center,Individu Umum,Servicing,Mobile Banking,Request,Pen-delete-an Status Registrasi Layanan yang Ada di BRI,Nasabah Mengajukan Penghapusan Layanan BRImo,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah mengajukan penghapusan registrasi.
 Layanan : (Mobile Banking/Internet Banking/Sms Notifikasi)
 Nomor Ponsel/user ID : …
 Tanggal registrasi : …
 Alasan : …
 Registrasi sudah dihapuskan tanggal … pukul … Wib oleh … (agent)",8425,
182,8426,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Link Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan LINK Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ACQUIRER,,,,1.0,7.0,,,,8,7,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)",8426,
183,8427,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Bersama Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan BERSAMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ACQUIRER,,,,1.0,7.0,,,,8,7,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)",8427,
184,8428,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Prima Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan PRIMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ACQUIRER,,,,1.0,7.0,,,,8,7,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)",8428,
185,8429,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Cirrus Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan CIRRUS Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,0.0,,,,1,0,"Nasabah bank lain terdebet saat transaksi tarik tunai :
 Di terminal ATM BRI : (lokasi)",8429,
186,8431,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Selisih Kurs,Nasabah Komplain Terkait Selisih Kurs,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,Nasabah meminta penjelasan selisih kurs BRI lebih mahal …,8431,
187,8433,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,"Pembayaran Tagihan Gagal, Saldo Berkurang",Nasabah Komplain Gagal Pembayaran Tagihan dan saldo berkurang,1.0,"1. Pembayaran non-BRIVA
2. Pembayaran BRIVA",0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ISSUER,,,,1.0,3.0,,,,4,3,"Nasabah gagal melakukan transaksi :
 Pembayaran : (KK, BAF, PLN, BRIVA, Dompet Digital, dll)
 Nomor : ( ID pelanggan, nomor Kartu Kredit, BRIVA, No Ponsel DOmpet Digital, dll)
 Nominal : Rp. …
 Sebanyak : … kali
 Gagal di transaksi ke : _
 Tanggal : …
 Pukul : …
 Melalui : (BRImo, IB, ATM, EDC, Agent BRILink, dll)
 Keterangan / Respon : (apakah nsb sudah konfirmasi ke penyedia layanan)
 Keterangan tambahan : …
 
 Nasabah gagal melakukan transaksi :
 Pembayaran : (KK, BAF, PLN, BRIVA, Dompet Digital, dll)
 Nomor : ( ID pelanggan, nomor Kartu Kredit, BRIVA, No Ponsel DOmpet Digital, dll)
 Nominal : Rp. …
 Sebanyak : … kali
 Gagal di transaksi ke : _
 Tanggal : …
 Pukul : …
 Melalui : (BRImo, IB, ATM, EDC, Agent BRILink, dll)
 Keterangan / Respon : (apakah nsb sudah konfirmasi ke penyedia layanan)
 Keterangan tambahan : Sudah ada Reversal dana secara otomatis ke rekening/ Sudah sarankan konfirmasi ke penyedia layanan (BRIVA)/ Verifikasi Tidak Lolos/ Tidak ada transaksi yang dimaksud
 
 Nasabah melakukan transaksi BRImo Payment Gagal namun terdebet
 Di merchant : (nama Toko online)
 Sebesar : Rp. …
 Sebanyak : … kali
 Gagal di trx yang ke : _
 Tanggal : …
 Pukul : … wib
 Keterangan / Respon : (saat transaksi)
 Keterangan tambahan :",8433,
188,8434,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,"Pengisian Pulsa HP gagal, Saldo Berkurang",Nasabah Komplain Gagal Pembelian Pulsa dan saldo berkurang,1.0,"1. Provider Pulsa telkomsel
2. Provider Pulsa XL
3. Provider Pulsa Indosat
4. Lain-lain",0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ISSUER,,,,1.0,6.0,,,,7,6,"Nasabah gagal melakukan transaksi :
 Pembelian pulsa : (nomor ponsel)
 Provider : _
 Sebesar : Rp. …
 Sebanyak : … kali
 Gagal di trx yang ke : _
 Tanggal : …
 Pukul : … wib
 Melalui : SMS Banking, IB, terminal ATM BRI (serta lokasinya)
 Keterangan / Respon : (yang diterima dari SMS Banking, IB, terminal ATM BRI)
 Keterangan tambahan :",8434,
189,8435,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Prima,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Prima,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ISSUER,,,,1.0,6.0,,,,7,6,"Nasabah gagal melakukan transaksi tarik tunai :
 Nama Bank :
 Sebesar : Rp. …
 Sebanyak : … kali.
 Gagal di trx yang ke : _
 Tanggal : …
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 
 (Copy transakdi dari CHS)
 
 #partial
 
 Nasabah BRI komplain Gagal tarik tunai dan terdebet di mesin ATM BRI
 Channel yang digunakan : Kartu Debit/ BRImo
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi : (input pada kolom nominal sesuai nominal yang tercatat pada mutasi rekening/ CHS )
 - Partial
 Uang yang keluar:
 Uang yang tidak keluar:
 Berapa kali nasabah melakukan transaksi (menggunakan Kartu Debit atau melalui Aplikasi BRIMO) :
 Gagal transaksi ke :
 Lokasi transaksi:
 Nomor ponsel yang aktif digunakan :
 Media yang digunakan:
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 
 
 (wajib copy CHS )
 
 Nasabah gagal melakukan transaksi tarik tunai di mesin ATM Bank Lain namun Saldo berkurang
 Mesin ATM Bank :
 Tanggal Transaksi :
 Pukul Transaksi:
 Nominal Transaksi :
 Berapa kali nasabah melakukan transaksi :
 Gagal transaksi ke :
 Nomor ponsel yang aktif digunakan :
 Tanyakan Keterangan gagal dari mesin (tampilan di layar) :
 
 (wajib copy CHS, jika terdapat transaksi)",8435,
190,8436,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Bersama,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Bersama,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ISSUER,,,,1.0,4.0,,,,5,4,"Nasabah gagal melakukan transaksi transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 ===========================================
 Nasabah melakukan transaksi salah transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening yang diketik :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 
 No Rekening yang seharusnya :
 Pemilik Rekening :
 
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 
 Sarankan nasabah kirim Dokumen : KTP, bukti transfer (jika ada), surat pernyataan salah transfer (materai 10.000)
 ===========================================",8436,
191,8437,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Prima,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Prima,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ISSUER,,,,1.0,4.0,,,,5,4,"Nasabah gagal melakukan transaksi transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 ===========================================
 Nasabah melakukan transaksi salah transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening yang diketik :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 
 No Rekening yang seharusnya :
 Pemilik Rekening :
 
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 
 Sarankan nasabah kirim Dokumen : KTP, bukti transfer (jika ada), surat pernyataan salah transfer (materai 10.000)
 ===========================================",8437,
192,8439,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Himbara,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Himbara,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ISSUER,,,,1.0,4.0,,,,5,4,"Nasabah gagal melakukan transaksi transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 ===========================================
 Nasabah melakukan transaksi salah transfer :
 Ke Bank : (BRI atau Bank Lain)
 Nomor rekening yang diketik :
 Pemilik rekening :
 Sebesar : Rp.
 Sebanyak : kali
 Tanggal :
 Pukul : wib
 Melalui : Internet Banking, SMS Banking, terminal ATM BRI atau
 Bank lain )
 
 No Rekening yang seharusnya :
 Pemilik Rekening :
 
 Keterangan / Respon :
 Keterangan tambahan :
 
 Note :
 
 Mohon bantuannya untuk tindak lanjut.
 Terima kasih.
 (Copy transaksi dari aplikasi CHS)
 
 Sarankan nasabah kirim Dokumen : KTP, bukti transfer (jika ada), surat pernyataan salah transfer (materai 10.000)
 ===========================================",8439,
193,8441,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Bersama gagal transfer & terdebet ke BRI,Nasabah Jaringan BERSAMA Gagal Transfer ke BRI dan Saldo Berkurang,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ACQUIRER,,,,1.0,8.0,,,,9,8,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",8441,
194,8442,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Prima gagal transfer & terdebet ke BRI,Nasabah Jaringan PRIMA Gagal Transfer ke BRI dan Saldo Berkurang,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ACQUIRER,,,,1.0,8.0,,,,9,8,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",8442,
195,8443,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Himbara gagal transfer & terdebet ke BRI,Nasabah Jaringan HIMBARA Gagal Transfer ke BRI dan Saldo Berkurang,0.0,,0.0,,Agent CCT/Frontliner,SCC - Non Fraud Transaction  - ACQUIRER,,,,1.0,8.0,,,,9,8,"Nasabah bank lain terdebet transfer ke rekening BRI:
 Bank pengirim : (nama Bank)",8443,
196,8445,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Sanggahan Transaksi Koreksi ( Korr ),Nasabah Komplain Terkait Sanggahan Transaksi Koreksi,0.0,,0.0,,Agent CCT/Frontliner,SCC - Customer Resolution ,,,,1.0,2.0,,,,3,2,"Nasabah melaporkan saldo berkurang, merasa tidak pernah melakukan transaksi.
 Saldo yang berkurang sebesar : Rp. …
 Transaksi yang tidak diakui :
 Sebanyak : …( berapa kali )
 Tanggal : …
 Layanan yang teregistrasi saat pelaporan :
 sudah jelaskan jenis transaksi yang disanggah : .......
 ( Cek CHS dan kamus transaksi di Library )
 Jika detail transaksdi i yang disanggah : ""Korxxxxxxx""
 apakah ada pinjaman BRI :
 apakah terdaftar autodebet :
 apakah pernah transaksi pada tanggal yang tercantum di ""Korxxxxx"" :
 
 ( Copy transaksi yang disanggah dari CHS)
 
 Kantor BRI yang bisa dikunjungi nasabah :",8445,
197,8494,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Buka Tabungan Emas Melalui Aplikasi BRImo,"Nasabah menanyakan dan komplain terkait cara membuka tabungan emas melalui aplikasi BRImo, gagal membuka tabungan emas, tapi saldo berkurang, dan gagal auto debit",0.0,,0.0,,Agent CCT/Frontliner,SCC - Customer Resolution ,,,,1.0,5.0,,,,6,5,"Nasabah gagal Buka Tabungan Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )        ",8494,
198,8495,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Beli Emas Melalui Aplikasi BRImo,"Nasabah gagal membeli emas melalui aplikasi BRImo, saldo berkurang atau emas belum bertambah",0.0,,0.0,,Agent CCT/Frontliner,SCC - Customer Resolution ,,,,1.0,5.0,,,,6,5,"Nasabah Gagal Jual Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )    ",8495,
199,8496,TRUE,Resolution Center,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Jual Emas Melalui Aplikasi BRImo,"Nasabah gagal menjual emas melalui aplikasi BRImo, emas berkurang atau saldo belum bertambah",0.0,,0.0,,Agent CCT/Frontliner,SCC - Customer Resolution ,,,,1.0,5.0,,,,6,5,"Nasabah Gagal Beli Emas : 
Nomor rekening sumber dana : 
Nomor rekening Tabungan Emas Pegadaian : 
Echannel  :  BRImo                                         
Nomor Referensi transaksi di BRImo : 
Nominal transaksi : 
Remark mutasi  :  ……    ( Jika nomor referensi tidak ada )    """,8496,
200,8501,TRUE,Resolution Center,Individu Umum,Servicing,Kartu Debit,Request,Pengajuan PIN baru (Pin salah),Nasabah Menanyakan Informasi Pengajuan PIN Baru/PIN Salah,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah menanyakan status PIN kartu ATM :
 Detail komplain nsb : (catat dengan lengkap)
 Solusi/informasi kpd nsb:
 
 (Copy status kartu ATM dari WBS/CAMS)",8501,
201,8502,TRUE,Resolution Center,Individu Priority & Private,Loans,Kartu Kredit,Complaint - Non-Transaction,Belum Terima Kartu Prioritas,Nasabah komplain terkait belum terima kartu prioritas,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Nasabah melaporkan belum terima pin/kartu ATM (perpanjangan/baru/pengganti) Prioritas
 No kartu ATM :
 Nama pemilik rekening
 Hasil kordinasi dengan PBO (SLP) adalah:",8502,
202,8505,TRUE,Resolution Center,Individu Priority & Private,Loans,Kartu Kredit,Request,Pengaktifan Kartu BRI Prioritas,Nasabah Mengajukan Aktivasi Kartu Debit BRI Prioritas,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Mohon bantuannya untuk pengaktifan kartu ATM nasabah Prioritas dengan data nasabah:
 Diterima melalui Email:
 1. Nama Nasabah:
 2. No rekening:
 3. Alasan:
 
 Uker: (Cantum nama Uker sesuai Nota Pengaktifan Kartu) (Copy WBS)",8505,
203,8602,TRUE,Resolution Center,Individu Umum,Servicing,Mobile Banking,Platform & Device Support,BRImo Permasalahan Sistem Error,Nasabah Komplain Terkait Permasalahan System Error BRImo,1.0,"1.Error Code
2.Gagal Tartun Brimo (Dana Tidak Terdebet)
3.Gagal Verif BRImo
4.Lambat/Koneksi Putus
5.Safety Mode
6.Terima Email Notif tapi Terlambat
7.Tdk Terima Aktifitas Trx
8.Tdk Terima Email Notif
9.Tdk Terima OTP
10.UserID Terblokir Tanpa Salah Pswrd",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Ch komplain tidak bisa menggunakan E-channel BRI
 Layanan : BRImo
 User id : …
 Sejak : …
 Jenis trx : …
 Error code yang diterima : …
 Sebanyak : … (Berapa kali)
 Status jaringan : Normal
 Merk Hp yang digunakan :
 Versi aplikasi BRImo yang digunakan :
 Versi Android/iOS yang digunakan :
 Keterangan : .
 
 (Copy status IB dari WBS)",8602,
204,8603,TRUE,Resolution Center,Korporasi,Servicing,Cash Management,Platform & Device Support,"IBBIZ ( informasi, Maintenance, Complain)","Nasabah Menanyakan Cara, Syarat & Ketentuan Terkait Produk IBBIZ",0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Ch komplain tidak bisa menggunakan IBBIZ
User id/Corp id          : 
Jenis trx         :
Error code yang diterima  : 
Status jaringan     : Normal
Keterangan               : 

Sudah informasikan :..",8603,
205,8607,TRUE,Resolution Center,Individu Umum,Savings,Tabungan,Complaint - Non-Transaction,"Whatsapp, Email dan SMS Notifikasi (Penghapusan/Permasalahan Whatsapp, Email dan SMS Notifikasi)",Nasabah/Non-Nasabah Komplain Menerima Notifikasi Atas Transaksi yang Bukan Miliknya,1.0,"1. Nasabah
2. Non-Nasabah",0.0,,Agent CCT/Frontliner,SCC - Customer Resolution ,APP - IT Service Desk Function,,,1.0,1.0,2.0,,,4,3,"Nasabah komplain tidak menerima Whatsapp, SMS dan Email Notifikasi nasabah terima notifikasi namun bukan pemilik rekening (pilih salah satu)
 Sejak : Tgl …
 No Ponsel : …
 Nominal yg dinotifikasi : …
 Mutasi pada rekening nasabah yaitu :
 Pada : Dana debet/kredit tgl …
 Sebesar : …
 
 (lampirkan Copy/screen shoot Whatsapp, SMS dan Email Notifikasi yang diterima)
 
 Nasabah menanyakan Whatsapp, SMS dan Email Notifikasi
 sudah infokan
 
 (Copy status layanan Whatsapp, SMS dan Email Notifikasi)",8607,
206,8610,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Pengajuan Pembukaan EDC Merchant/QRIS baru,Merchant Komplain Pengajuan Pembukaan EDC/QRIS Baru Belum Ditindaklanjuti,0.0,,0.0,,Agent CCT/Frontliner,FST - Merchant Implementation Management,Branch,,,1.0,5.0,2.0,,,8,7,"Nasabah menanyakan cara pengajuan EDC Merchant baru
 
 Nasabah a/n :
 No Hp :
 
 Sudah info sesuai ketentuan. Terima kasih
 
 Nasabah Pengajuan Pembukaan EDC Merchant baru :
 Nama Merchant :
 Alamat Merchant :
 PIC Merchant/PIC BRI :
 NIK :
 Tanggal mendaftarkan :
 Pengajuan edc merchant melalui : ( Unit Kerja BRI / Web jadimerchant )
 Keterangan tambahan :
 
 
 Mohon tindak lanut, terima kasih.",8610,
207,8615,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Tidak dapat melakukan transaksi,Unit Kerja/Merchant Mengajukan Perbaikan Mesin EDC Merchant,1.0,"1. Kerusakan Perangkat
2. Penggantian Charger
3. Jaringan Bermasalah
4. Printer Rusak",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",8615,
208,8616,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Informasi penggunaan EDC,Merchant Menanyakan Informasi Penggunaan Mesin EDC Merchant,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",8616,
209,8618,TRUE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Platform & Device Support,Merchant - Perangkat - Kerusakan EDC/Perangkat pendukung,Unit Kerja/Merchant Mengajukan Penggantian Mesin EDC Merchant,0.0,,0.0,,Agent CCT/Frontliner,FST - Merchant Implementation Management,,,,1.0,2.0,,,,3,2,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",8618,
210,8619,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Request,Merchant - Perangkat - Permintaan kertas termal,Unit Kerja/Merchant Mengajukan Permintaan Kertas Thermal Mesin EDC Merchant,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Mohon untuk kunjungan teknisi ke lokasi merchant sbb :  
MID             :  
TID              :  
Nama Merchant   :  
PIC Merchant   :  
Keterangan : EDC TIDAK DAPAT TRX, RESPON …………. 
Atas kerjasamanya, terima kasih.",8619,
211,8620,TRUE,Resolution Center,UMKM,Transaction Banking,Merchant Solutions,Products / Promotion Inquiry,Merchant - Informasi produk BRI,"Merchant Menanyakan Cara, Syarat & Ketentuan Produk Merchant BRI",1.0,"1. Cara Penambahan EDC
2. Informasi produk Merchant BRI
3. Kendala Aplikasi BRI Merchant
4. Status Transaksi Merchant",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0,"Format laporan :                
Nasabah menanyakan Informasi Produk Merchant BRI: …..                
Promo yang berlaku :                
Promo yang diterima : ….                
Sudah dijelaskan sesuai pertanyaan nasabah                
Catat nomor ponsel nasbah yang dapat dihubungi                
Mohon bantuan untuk tindak lanjut. Terima kasih              

Format laporan :
Nasabah menanyakan Informasi penambahan EDC BRI
Sudah dijelaskan sesuai pertanyaan nasabah. 
Terima kasih
  
Format laporan :
Nasabah komplain BRI aplikasi BRI Merchant : …..
User name :
Type ponsel :
Nomor ponsel :
Sistem Android/iOS :
Respon gagal :
Versi aplikasi yg sedang digunakan : 

Mohon bantuan untuk tindak lanjut. Terima kasih
#AplikasiBRIMerchant",8620,
212,8623,TRUE,Funding & Retail Payment,UMKM,Transaction Banking,Merchant Solutions,Complaint - Transaction,Merchant - Transaksi BRIZZI - Kurang bayar,Merchant Komplain Kurang/Belum Terbayar atas Settlement Transaksi BRIZZI,0.0,,1.0,"1. Bukti Transaksi ( Struk Duplicate )
2. Struk Settlement
3. Berita Acara Bersedia Didebet Bila Double Settlement",Agent CCT/Frontliner,FST - Merchant Care & Operation,,,,1.0,7.0,,,,8,7,"Terdapat transaksi pada tanggal : 
Nominal total transaksi : Rp 
Waktu Settlement : ( Tanggal dan jam settlement) 
Nominal Settlement : Rp 
Nomor Kartu Nasabah :
Transaksi berhasil dan keluar struk tetapi sampai saat ini dana nya belum terbayarkan. Mohon untuk dilakukan pengecekan.Terima kasih.",8623,
